ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
210,80000,2,4,2,40,-1,-1,0,-1,2,-1,31024,36806,57553,49644,50109,31111,17600,48937,45604,18034,43209,10319,0
211,150000,1,2,2,29,-1,0,0,0,0,-1,5721,79322,76814,25052,45043,10272,40626,17688,6561,30522,5758,6304,0
212,150000,2,3,3,58,-1,1,3,2,-1,1,66832,57310,29069,12620,16546,30868,22062,2599,18792,22719,34853,46503,0
213,80000,2,4,2,23,-1,-1,0,-1,0,3,72984,58535,16932,46270,65541,4436,24593,31325,24163,20440,5949,47472,0
214,150000,1,3,2,74,0,0,-1,1,1,1,50238,4577,22005,42131,4742,60263,12378,17972,47305,30037,43948,49190,1
215,30000,2,1,1,22,2,-1,-1,0,-1,1,20481,19223,29968,38617,11185,49475,41394,13285,36135,21716,11733,31102,0
216,80000,1,3,3,38,2,2,2,2,0,-1,22005,13449,31004,48763,50641,75400,22359,37976,14370,20364,46148,44258,1
217,50000,2,3,1,43,1,-1,3,-1,-1,-1,21866,20784,3986,41483,8676,17629,2147,45014,13444,18000,39264,38192,1
218,80000,1,2,2,39,-1,-1,1,0,1,0,5325,48283,34007,71377,47396,46708,27336,6766,36166,26757,24639,12662,1
219,200000,1,1,1,27,-1,2,-1,-1,0,-1,13900,44905,71318,18744,25509,59419,26983,41365,44166,17964,22116,23239,1
220,150000,2,2,3,55,0,-1,-1,-1,-1,0,64676,43950,1395,69684,61672,46301,10622,5198,43366,23073,48964,37662,1
221,30000,2,1,1,70,-1,0,0,0,-1,-1,16458,33548,71038,36700,56667,55127,18240,9022,12140,16103,46598,16782,0
222,30000,2,1,1,40,1,-1,3,-1,2,0,57914,33372,23367,34971,57786,9368,18243,23921,2169,16652,8572,48890,0
223,100000,2,3,2,40,2,3,2,1,-1,-1,79532,61722,37998,29346,7416,36372,5664,26036,40103,49294,31297,16863,0
224,50000,1,2,3,39,-1,1,2,1,-1,-1,77027,51017,61750,12996,27532,65427,24986,46061,25662,28992,20235,7247,0
225,20000,1,3,2,61,1,0,0,-1,0,0,68629,7964,9916,35640,40910,72961,31361,18038,41835,32249,21293,36184,0
226,20000,1,3,2,36,-1,-1,2,3,-1,-1,3907,52436,56356,385,69842,28836,32452,16514,21720,3978,17069,34322,0
227,80000,2,3,3,58,0,-1,-1,3,-1,-1,48357,47238,61833,73287,21226,78218,10282,49599,27567,47963,20112,29400,0
228,100000,1,1,1,41,-1,0,-1,2,1,0,48310,11975,33552,65504,58615,47216,44094,28522,28293,9475,32334,22461,0
229,10000,2,2,2,49,-1,-1,2,0,-1,0,27199,11620,57137,75151,2209,64134,34994,40436,44935,31167,8438,38191,0
230,80000,2,2,1,64,1,0,-1,0,-1,-1,63496,5964,28530,46166,16862,31487,29906,14629,1928,12068,10418,40986,0
231,100000,1,3,3,58,1,0,1,-1,1,0,61643,31270,7525,16506,13420,77779,19045,38794,47360,20567,38625,14305,1
232,50000,2,1,2,65,0,1,0,-1,3,-1,48038,71192,34713,75087,40994,39464,36522,11551,26679,37063,7578,49831,0
233,50000,1,2,1,44,0,-1,-1,0,1,-1,38570,6555,22977,15485,70160,46854,8441,37883,43464,28014,13763,26708,0
234,50000,2,4,1,57,0,0,-1,0,0,1,40254,56399,22817,61014,3488,79412,42894,46901,27552,25908,13311,25768,0
235,50000,1,2,2,49,1,1,-1,0,0,0,21423,68422,44784,11102,18486,67573,21209,35080,22781,2656,7083,32185,1
236,50000,2,3,3,51,3,0,1,0,2,-1,20330,31536,68848,48399,37601,38730,241,25726,34262,13358,49976,18604,0
237,100000,1,4,1,65,2,1,-1,-1,1,1,54055,35512,22271,41442,11921,55921,21269,17440,37348,24848,7675,953,0
238,100000,1,1,3,72,1,-1,0,0,0,2,73063,67013,27869,8290,72536,318,6802,44792,5318,19777,30463,10438,0
239,30000,2,4,2,59,0,1,0,-1,2,-1,33074,3810,16697,60865,51589,20136,11514,19074,8765,9284,45771,24386,0
240,200000,2,4,1,32,0,2,-1,0,0,-1,15058,62076,14165,14584,74217,22874,22547,670,6285,6887,5526,30540,0
241,20000,1,3,1,50,-1,-1,-1,-1,3,0,29489,59316,65917,16538,68977,17927,19116,23011,25360,40180,45715,17763,0
242,150000,2,2,1,73,-1,-1,-1,-1,2,1,33472,50290,21759,17618,66749,29696,40633,30782,11110,44477,9152,25843,0
243,50000,2,1,3,24,1,-1,-1,2,0,0,12719,61182,68863,32613,53187,4895,28997,16690,29234,31401,24532,11057,0
244,10000,2,4,1,50,1,0,0,-1,2,0,10940,6971,12785,69251,50685,478,35052,470,42117,31071,13321,12674,0
245,150000,1,3,1,25,0,0,3,0,-1,0,61493,68010,2131,6378,71285,61826,16916,32644,42254,41907,34084,41254,0
246,100000,1,2,2,36,0,-1,-1,2,1,3,73780,15137,35457,25,35733,68036,34136,22956,45163,27507,41368,27376,0
247,10000,2,4,1,47,-1,1,2,-1,-1,2,58228,43780,71375,29636,2963,24497,44952,47441,24175,43066,32841,7998,0
248,10000,2,3,3,24,-1,1,0,0,2,-1,29529,54690,24527,2244,28888,69655,38105,18926,30783,32101,33491,17783,1
249,10000,1,3,2,28,0,2,0,-1,-1,0,12455,52239,40577,66382,65161,23503,6044,20226,39710,32549,44857,9609,1
250,30000,2,3,2,68,0,0,2,-1,2,0,7036,66146,67322,73014,3298,52977,21333,11071,26406,3217,33514,34017,0
251,100000,1,1,1,28,2,0,0,0,-1,0,62353,8621,8195,63776,76636,42956,11432,11552,23983,41546,49386,9780,0
252,10000,2,2,2,37,-1,2,-1,0,0,2,52683,33707,76566,72965,70097,57268,9212,15659,35555,25499,18970,45161,0
253,50000,2,4,1,66,0,-1,-1,-1,-1,-1,2711,75584,62359,8013,35739,60567,40599,36795,13733,36633,39203,32480,0
254,80000,2,2,2,64,-1,0,1,0,1,0,50860,18204,3145,68665,55695,11087,42766,18974,28188,16036,19851,17369,0
255,10000,1,2,3,23,3,0,-1,-1,0,2,20998,33793,47582,23793,49595,66794,34559,25831,25086,2995,33230,30579,0
256,30000,1,4,1,47,2,-1,0,2,2,-1,35634,51792,62267,34299,16824,59179,4741,9948,24455,32040,34150,20985,0
257,150000,1,2,3,72,0,-1,0,0,1,2,79452,64165,67354,21150,58442,40487,6022,42364,39,14635,25760,16548,0
258,100000,1,1,1,54,3,-1,-1,-1,1,1,29465,4849,25179,69721,50993,33036,4474,13970,20126,6847,11187,38647,0
259,200000,2,4,3,65,0,0,1,1,-1,-1,19945,50545,70100,8176,55444,73659,13237,20341,47982,41339,27884,26291,0
260,30000,2,4,3,41,-1,0,1,-1,-1,-1,56034,26486,42758,48067,67631,34667,32321,18240,30066,47222,41448,32769,0
261,10000,1,3,2,63,0,1,0,-1,2,-1,37023,57883,76838,6482,7103,76308,31117,42476,31133,9067,15170,33934,0
262,100000,2,2,1,44,-1,0,-1,-1,-1,-1,33457,23427,79045,15191,27871,27493,31381,47649,27360,16322,13422,4181,0
263,80000,2,4,2,64,0,-1,-1,0,2,0,65654,42065,2850,46727,53325,25145,142,39618,27360,31394,49736,1132,1
264,10000,1,4,3,70,2,0,0,-1,-1,3,35623,17343,9615,21012,61989,52879,20913,24988,16678,23085,48159,46208,0
265,30000,2,1,1,61,1,-1,1,-1,-1,-1,32863,6894,37529,2564,48854,38776,16559,5945,10240,38765,38387,31902,0
266,20000,2,3,3,49,-1,-1,0,0,2,-1,48928,21831,51523,1019,61,19868,48111,36893,30385,4193,19053,15751,0
267,50000,1,4,3,59,-1,-1,3,3,1,-1,2550,48441,37224,52270,35525,30806,48554,44673,36406,41772,28750,16821,0
268,200000,2,1,3,26,-1,-1,-1,0,-1,2,19281,13758,5017,65077,62510,33746,43276,8688,42462,29902,34768,6896,0
269,150000,2,4,3,34,-1,-1,3,0,0,0,51285,32531,31244,6615,4735,28344,5120,13898,39538,3181,32947,31851,0
270,30000,2,4,2,70,-1,-1,0,2,2,-1,27918,14754,51498,10593,73797,18799,13388,4,21996,23156,45287,39765,0
271,100000,1,4,3,34,0,1,1,-1,-1,1,34024,8144,50699,1957,60198,18458,33739,34224,29954,30870,36838,7749,0
272,200000,1,1,2,57,1,-1,-1,-1,-1,2,918,39882,71610,19678,20000,6203,35451,5884,36458,41715,17712,16605,0
273,200000,2,2,3,72,1,-1,0,2,0,0,3176,53883,75433,76123,32562,42351,39525,11260,37105,33997,9494,48287,0
274,200000,2,4,1,44,-1,2,1,0,-1,-1,11748,68591,61087,19370,59425,9478,40742,45506,22264,9276,2658,23434,0
275,10000,2,4,3,33,-1,0,1,-1,0,-1,24716,66227,655,19699,28718,9803,5900,1689,36831,24165,34034,41260,0
276,50000,1,2,3,21,-1,-1,-1,0,0,-1,64533,9105,74694,12417,9195,61871,721,38558,44684,26983,42002,3410,0
277,10000,1,4,1,32,-1,-1,-1,1,2,-1,18412,60923,68063,52122,36900,48423,12807,43165,26898,9096,14313,833,0
278,100000,1,3,1,71,-1,0,0,-1,3,-1,27266,11627,23130,11531,31460,49739,38469,23880,15443,49835,37855,11140,0
279,10000,2,4,3,62,-1,0,2,-1,0,2,53266,275,11601,38408,44483,37723,34011,36742,3430,47403,22989,13107,0
280,20000,2,3,3,44,0,-1,0,-1,0,-1,21739,2746,36520,3253,27284,57620,38575,10210,25506,4139,28455,14567,0
281,50000,2,2,2,57,2,-1,-1,0,1,0,28326,52889,42634,69852,466,41831,14294,47892,46777,32712,3116,11799,0
282,50000,2,1,1,40,0,2,2,0,-1,-1,269,65804,32754,62843,55253,29477,16663,4996,26184,48927,1482,25634,1
283,100000,2,2,1,26,1,0,0,-1,2,-1,667,36199,20838,61662,60533,48176,48724,42902,22338,39357,31219,12602,0
284,150000,1,4,2,32,-1,0,-1,0,-1,1,33182,59870,29427,57783,14646,11551,48703,6302,47988,15120,47058,23734,0
285,20000,2,3,3,41,2,-1,-1,0,-1,-1,62136,29664,7942,13081,7405,14405,9164,1633,29449,43451,40323,33875,0
286,30000,2,1,3,23,-1,-1,1,-1,0,3,67244,20322,16110,35275,12098,65824,21734,23507,10457,46078,36661,31592,0
287,10000,2,4,1,47,-1,0,-1,0,-1,-1,7282,22213,78701,59833,22079,41042,44816,26580,7369,11886,2307,42267,1
288,80000,1,1,2,66,-1,2,-1,0,-1,-1,56617,54809,34576,75684,6865,15073,45326,38863,28973,48061,19357,17751,0
289,10000,2,1,3,73,-1,-1,0,0,-1,1,11778,12875,56050,12104,257,45213,34572,37528,40349,7982,40437,10025,0
290,200000,1,4,1,56,0,3,-1,2,0,3,21896,76913,78065,54619,48416,823,14197,40190,11708,11723,22318,1079,1
291,10000,1,2,3,37,3,-1,-1,-1,1,3,71760,18226,62104,36439,14912,47702,3207,41094,15046,10405,41893,30849,0
292,30000,1,4,3,69,1,0,0,-1,0,1,28954,28745,68666,65902,23744,698,29221,48670,18969,8506,27568,18601,0
293,10000,1,4,3,66,-1,-1,1,0,-1,3,15922,26969,14372,6429,50491,1691,19080,24825,14037,6304,39115,31747,0
294,20000,1,2,1,35,0,0,-1,0,-1,1,25956,23194,52809,23922,54288,12692,19829,5121,49580,19007,25541,47181,0
295,20000,2,3,2,59,0,0,-1,3,0,-1,76263,77288,46773,17374,18252,31560,34114,34773,10281,23008,22865,36895,0
296,50000,2,4,2,24,1,0,0,-1,1,1,50926,77082,33251,69232,13625,35182,34087,19982,2609,49422,33760,40811,1
297,100000,1,1,3,37,1,0,-1,-1,0,0,34480,52288,26731,6534,35742,27365,29708,9283,28256,18077,20237,10816,0
298,150000,1,4,2,58,0,-1,0,0,2,0,60591,37819,71790,13435,13317,7936,45354,12566,4584,10536,7820,19935,0
299,80000,1,4,3,31,0,1,3,2,-1,-1,8586,64823,28623,74104,5682,49076,31821,33815,18629,322,46223,585,1
300,200000,2,1,1,32,1,-1,0,0,0,0,21820,2867,68107,57931,13233,65207,24691,41261,45834,28473,6323,34724,0
301,10000,2,2,1,67,-1,0,-1,1,1,0,60501,35487,38664,23390,8898,77707,84,32358,4649,19041,46814,1827,1
302,10000,1,3,1,52,-1,-1,-1,-1,2,1,59250,23762,35306,77305,29788,67286,2699,36891,30358,31836,26518,5508,0
303,30000,2,3,3,47,0,0,-1,0,-1,-1,49184,50119,2847,79086,21303,5096,7000,6936,824,46955,34324,38682,0
304,100000,2,1,2,64,2,1,-1,-1,-1,-1,41321,58274,78295,36212,62602,40261,8621,23604,14892,34557,30425,42323,0
305,20000,1,2,1,63,0,-1,-1,2,-1,0,171,12336,28266,37364,61657,60511,23059,49396,45300,49784,21609,28322,0
306,80000,1,4,3,47,3,2,-1,-1,0,-1,70431,70842,32928,8848,45923,35826,27447,3309,10040,15,26466,6896,0
307,50000,2,4,2,69,-1,2,2,0,0,1,27351,56452,63471,62127,9222,42214,30837,10610,44840,22872,20723,38450,0
308,20000,2,4,2,60,0,0,2,-1,2,-1,78258,2079,52619,52506,13310,69147,44293,18278,41722,19416,12265,46902,0
309,200000,2,4,2,64,-1,-1,0,2,3,-1,63293,43735,54466,58430,61318,70351,27323,38029,34074,46796,26128,8324,0
310,100000,1,4,3,49,2,1,-1,0,-1,0,72459,63548,60965,12137,69761,76916,46038,22775,4312,17090,1205,17089,0
311,200000,1,1,3,29,-1,2,1,3,0,0,45295,38350,68116,6881,7888,41596,9364,3817,23185,21139,49966,3949,1
312,150000,1,4,3,63,0,-1,-1,-1,-1,-1,65103,76594,37946,32132,44323,57897,21251,11042,9010,27028,19966,13821,0
313,50000,2,4,1,23,-1,2,-1,-1,2,-1,63765,28335,64481,11049,53224,11068,23463,37365,17732,18158,46011,16257,0
314,150000,2,2,3,59,0,2,-1,-1,-1,0,72138,32002,79735,25303,50176,44377,23225,17149,13727,10800,8613,26181,0
315,30000,1,4,1,49,2,0,0,0,3,3,11405,34525,47063,47043,25173,20039,47569,42025,49366,14955,1700,10715,1
316,200000,2,3,1,41,-1,1,-1,-1,0,3,16617,66871,14378,59736,65567,74009,7470,36068,13213,45198,47409,13999,1
317,30000,1,1,1,55,1,0,-1,1,-1,1,16972,32850,55204,34195,4147,59566,7987,42058,4334,46714,32164,31110,1
318,10000,2,1,3,73,2,0,-1,-1,0,1,34575,65199,13057,50133,70246,68501,36904,31043,22393,42150,49846,34518,0
319,150000,1,1,1,68,-1,-1,2,0,-1,-1,41819,45914,73545,3615,56150,62127,47835,9096,28883,41543,18596,48151,0
320,100000,2,3,3,30,1,-1,-1,-1,-1,-1,14918,13700,28458,9953,40295,72075,2460,38693,27528,17063,36444,34528,0
321,200000,2,4,3,43,-1,1,-1,0,0,0,10513,12780,39426,44370,79452,6719,21322,35524,19262,45806,19647,6037,0
322,80000,1,1,1,59,-1,-1,0,0,1,1,26833,45529,12898,55037,69041,4317,34597,6282,24769,23735,30046,35792,1
323,50000,1,3,1,45,0,0,-1,-1,2,-1,40494,2701,32384,77312,6390,33937,28413,22854,38730,21960,38596,23280,0
324,20000,1,2,1,44,1,2,0,2,0,0,43570,64808,42723,25424,61837,16679,46677,37453,14735,7368,46938,37721,1
325,100000,1,4,3,40,-1,-1,-1,1,1,-1,31270,36027,63240,79313,75973,65826,43822,46655,44294,5170,14416,34300,0
326,100000,1,3,3,35,-1,-1,0,0,1,0,27280,35902,64884,27176,43110,2492,46960,462,16227,25179,46728,37230,1
327,30000,2,4,1,41,2,0,0,0,1,1,69223,57873,14136,79334,7027,4028,17417,6752,561,22162,16011,30298,0
328,150000,1,2,1,73,1,-1,1,-1,-1,1,13869,52241,32651,34287,48758,7149,707,45559,36779,10270,35055,7603,0
329,200000,1,3,2,62,-1,1,-1,0,-1,1,69920,29685,64741,47436,11341,8311,1899,9912,37675,7471,41358,6691,1
330,200000,1,4,1,32,0,-1,0,0,-1,-1,58708,17320,15698,68935,20636,40100,48481,28010,10444,11434,11734,6304,0
331,10000,1,3,2,38,-1,0,3,-1,0,1,20596,72554,72042,5855,54760,30443,16320,23137,39934,47769,47681,33475,0
332,10000,1,1,2,43,-1,-1,1,1,2,-1,67254,62026,23155,24631,71728,47398,26015,31122,7819,41115,24425,13531,1
333,50000,2,4,3,61,0,-1,3,-1,1,1,30328,53426,37798,47788,2828,29366,36709,49292,14419,29790,44747,5193,1
334,30000,1,3,3,49,0,-1,2,-1,1,-1,47816,20003,35667,14523,62883,52381,18720,41564,17137,25017,18922,23427,0
335,100000,1,1,2,61,-1,-1,0,0,-1,0,68768,46980,30435,73099,4647,3650,16542,40864,30833,38411,6903,13224,0
336,200000,1,2,2,56,1,0,-1,0,-1,0,56083,46625,2669,19206,59506,76913,25322,49473,677,8190,27835,36469,0
337,80000,2,4,1,25,-1,0,1,-1,-1,-1,45718,79118,36846,13271,41537,564,7428,46697,23376,2109,38245,33422,0
338,30000,2,4,2,59,0,-1,0,0,0,2,59647,10720,29627,22784,25783,36521,13925,40038,11938,28005,37346,38713,1
339,50000,1,2,1,46,-1,-1,0,-1,-1,0,38682,70244,68003,7719,74707,43291,18756,8000,11736,5134,14758,37982,0
340,50000,1,1,3,59,0,0,0,1,-1,-1,28942,19315,45401,9070,150,63974,39331,12262,9108,1922,6324,36052,0
341,30000,2,2,1,31,-1,1,0,0,-1,-1,46931,46377,10711,18299,8470,44598,43784,30200,9379,15580,23815,46476,0
342,50000,2,4,3,62,0,0,0,1,-1,0,50098,73189,36797,77991,42169,1616,12544,29870,38004,43445,38550,20954,1
343,30000,2,3,2,31,0,-1,0,-1,-1,-1,8426,54952,32334,63596,57839,63184,42317,8461,42576,42119,12624,42227,0
344,20000,1,1,2,38,-1,2,-1,1,3,0,10145,52924,46247,60367,2220,41483,38161,27704,43782,7541,48958,37385,0
345,30000,1,1,2,32,-1,2,2,1,-1,0,39373,76957,58923,64928,40890,11514,11581,6817,19763,40477,1565,3494,1
346,150000,2,1,1,36,0,-1,2,1,1,-1,5313,14026,35195,39168,50139,4005,25361,27241,27726,39392,5060,3797,0
347,30000,1,2,3,47,-1,0,0,1,3,-1,34529,23922,98,53398,14688,63170,38359,30315,47697,4514,20970,48139,0
348,50000,2,2,3,56,0,0,-1,0,0,0,61589,63801,64662,34943,51084,6103,23354,30589,26047,38533,19612,6302,0
349,200000,2,3,3,37,0,2,-1,-1,2,-1,19517,50290,22292,60285,21102,62197,30256,48883,48779,25576,1184,3426,0
350,150000,2,3,3,69,0,0,-1,1,-1,-1,67440,31558,54927,78818,26882,7545,20557,36099,26075,16609,37330,41476,0
351,50000,1,1,3,41,3,3,-1,-1,3,-1,41263,43413,22083,47029,70097,65836,9132,11699,14299,12288,6696,39178,0
352,10000,2,3,1,57,0,-1,-1,-1,2,0,8153,1392,45575,4197,33482,17479,39061,29911,23485,34813,48841,49151,1
353,10000,2,2,3,51,1,-1,-1,2,2,-1,55427,52959,38294,15813,27975,58033,47892,24446,49196,21984,43406,48302,0
354,200000,1,3,2,65,1,1,-1,-1,-1,2,54756,56067,31057,40547,71664,20703,32474,29695,4085,2039,17620,43409,0
355,200000,2,2,3,55,2,1,0,-1,2,1,45856,70862,17444,56584,18544,58381,3596,33915,8855,31422,14780,49205,0
356,150000,1,3,2,47,-1,1,3,0,2,-1,31824,18295,24655,37395,8707,17402,9909,35822,10511,2984,49752,38766,0
357,20000,2,4,1,43,1,2,-1,2,1,-1,60465,7846,38617,75227,51472,7446,2990,13975,33303,27638,43734,28323,0
358,200000,1,2,1,52,2,1,0,2,-1,2,18546,16237,8409,41668,15380,50637,34378,1241,21893,40056,48272,4032,0
359,10000,2,4,2,37,-1,0,3,0,-1,0,44466,44372,25681,3333,41927,36047,40169,32178,41624,6866,15053,17230,1
360,30000,2,2,3,31,-1,0,2,-1,-1,2,21794,77540,15026,41158,1150,10913,15549,1955,21339,16425,33507,31558,0
361,50000,2,3,1,21,3,0,-1,0,1,1,78062,58280,75042,74754,52164,66474,31361,24518,37394,27993,19284,48756,0
362,10000,2,4,1,48,0,0,-1,0,-1,-1,45032,43675,26746,67801,20319,67704,6811,28399,32294,8146,722,18364,0
363,10000,2,3,1,38,-1,0,-1,-1,3,1,17343,59894,44819,61796,3920,64337,32413,1047,39557,38884,10816,31455,0
364,20000,1,2,3,69,1,0,-1,2,0,0,77416,75434,24479,69425,54791,46459,27571,29659,18961,21697,30155,18595,0
365,150000,1,4,2,61,-1,-1,0,-1,-1,0,69421,59519,8766,5479,56357,43188,43893,1121,36160,14279,40702,34314,0
366,150000,2,1,2,40,-1,-1,-1,-1,0,-1,13601,36673,74081,45472,68642,45197,36008,9340,37302,48744,35305,42780,1
367,100000,2,3,3,27,0,2,1,-1,1,-1,40638,41586,45836,14925,21820,58851,41841,41912,31654,16842,47643,28278,1
368,20000,2,2,1,57,0,-1,-1,2,-1,-1,31479,34718,15859,48942,44392,13927,38507,13321,48315,13111,26745,15651,0
369,30000,1,4,3,36,1,-1,1,-1,-1,-1,18138,66394,29024,66410,65299,30401,22383,31517,20673,4841,41513,20100,0
370,150000,1,3,3,59,0,0,-1,0,0,0,22442,42760,29534,48106,43612,38997,5088,49587,4211,37316,12981,7740,0
371,50000,2,4,2,65,1,-1,0,2,0,-1,70774,11520,37829,33463,9441,31431,18710,7252,46180,11263,49244,45950,0
372,200000,1,3,3,65,-1,0,0,-1,1,2,14487,22166,21916,48608,36125,58456,4274,44662,33479,30607,21720,11225,0
373,20000,2,3,3,67,0,-1,0,-1,-1,-1,77051,11664,25069,68109,7951,17189,28764,4676,11461,15032,20460,36384,0
374,200000,2,3,1,43,-1,-1,-1,-1,-1,1,41771,56633,1206,51863,38390,24924,41529,2850,29125,7266,18036,46734,1
375,10000,2,4,1,52,-1,1,-1,0,0,2,34497,64838,75076,28187,31860,45160,11469,12055,19925,11338,15927,14433,0
376,50000,1,4,2,69,2,1,-1,0,0,-1,17212,41471,50946,55651,41809,60434,29237,20569,14107,42851,25902,2071,0
377,50000,2,3,1,37,-1,-1,0,1,0,-1,70055,25794,65705,45879,12918,59770,48869,22464,25541,4509,18521,15741,0
378,10000,2,1,3,39,1,0,-1,-1,0,1,25807,50273,56614,26725,48491,7737,15607,32991,45507,26353,41313,11428,1
379,20000,2,1,3,62,-1,0,0,1,-1,1,47362,54953,28459,60803,34570,47147,13291,20105,43800,2946,2167,33448,0
380,10000,1,1,3,54,-1,1,-1,3,-1,-1,47382,37627,2418,5623,18541,43232,44512,14777,3192,4851,32174,44617,0
381,200000,1,2,2,34,-1,0,-1,2,-1,-1,51543,37606,6350,78879,45234,50845,24993,40568,34744,25860,38144,23936,0
382,100000,1,1,1,23,1,-1,0,0,0,-1,5821,56191,9409,26805,52917,10235,13634,16015,46570,25100,29621,26987,0
383,50000,2,4,3,59,-1,0,0,2,0,0,41428,77009,38582,20680,71063,30161,2319,13911,8465,22826,13666,38208,0
384,80000,1,1,1,45,0,-1,-1,3,-1,-1,78072,25577,44062,64169,71573,59570,2151,33705,6088,43809,30937,6249,0
385,80000,2,4,1,31,0,-1,0,0,-1,0,67965,11490,34464,40428,13682,56894,8422,39644,5646,41814,36903,17967,0
386,200000,1,2,1,69,-1,0,1,-1,-1,-1,49450,74952,29664,65209,72607,57372,2883,13204,6649,683,48085,42414,1
387,30000,2,4,1,35,0,1,-1,2,2,0,43339,38858,70285,67297,72866,10319,19121,9004,40407,39078,47787,2783,0
388,150000,1,4,2,39,0,0,-1,1,0,1,13528,34880,45044,52064,31070,41487,9928,6596,28520,42409,17213,22365,0
389,10000,2,4,2,63,2,-1,0,-1,0,1,9525,70397,10461,14116,17522,77652,6066,31939,46194,33423,8780,2803,0
390,10000,1,1,2,35,-1,1,3,2,2,-1,60147,72558,7265,77178,72826,7037,36487,38832,46841,16901,22357,41364,1
391,30000,1,3,3,35,-1,2,-1,-1,-1,2,29,25947,37102,3944,59189,71319,35050,36380,44524,17416,35679,26572,0
392,30000,1,4,3,58,-1,0,0,-1,0,0,1584,66362,7658,28182,26811,50914,5890,45895,6044,44466,23676,45899,0
393,200000,2,1,3,35,0,-1,2,-1,0,2,37480,29955,58811,30537,40865,33515,7136,20679,47138,35867,33903,39864,0
394,200000,1,1,2,29,0,0,0,-1,1,0,28302,64461,60583,23375,57809,19498,46962,29027,31710,22140,9448,4138,0
395,30000,1,1,1,25,2,-1,-1,0,3,0,59222,64121,71072,63193,19831,9550,13928,27581,13933,48561,16042,39119,0
396,50000,1,3,2,39,2,0,0,0,1,1,61994,30276,24038,7543,75376,16931,13669,12671,18724,46930,31528,19430,0
397,200000,1,3,3,44,-1,1,-1,0,0,-1,75170,69087,22530,18987,63036,36302,37827,23052,278,2426,25867,9427,0
398,100000,2,3,3,49,0,-1,-1,0,2,-1,34899,17552,55308,41457,71636,27437,11799,24682,29611,3175,41648,39647,0
399,200000,1,3,1,25,1,-1,-1,1,1,-1,17906,1399,76517,76983,57283,69669,44353,29175,1844,17818,34488,21635,0
400,10000,2,2,2,42,2,-1,-1,-1,2,1,10793,76385,79789,65005,26839,49812,38,45167,24231,24270,30991,45644,1
401,200000,2,3,1,33,-1,0,-1,2,-1,2,9819,36217,54476,71043,16065,76248,17792,42233,20601,31051,30131,31028,1
402,50000,2,3,2,70,0,-1,1,1,0,1,26015,21949,69657,12002,10132,27496,24186,39550,36591,24488,15341,36946,0
403,30000,2,3,3,72,2,0,3,1,1,2,9799,34265,47392,69153,34239,46770,35067,38424,44073,15607,44622,18977,1
404,10000,1,4,1,69,-1,-1,-1,0,-1,3,25647,18078,29396,47437,59645,61955,10986,15139,29433,37365,20341,42662,1
405,200000,2,4,1,67,0,-1,-1,3,1,0,37102,6363,212,64936,34779,21656,19411,6701,35511,22001,38428,25032,1
406,50000,2,3,2,66,2,0,1,-1,-1,-1,3736,52003,72998,51315,4164,57333,25752,12504,47061,45888,42695,44348,0
407,100000,2,2,2,49,1,0,0,-1,0,0,16586,57497,57041,9920,2813,75933,9565,21019,17875,48784,24919,18289,0
408,200000,2,4,2,36,-1,0,1,1,2,-1,5375,14562,72138,66878,2240,65396,37482,8607,2295,39084,6798,48868,0
409,50000,1,1,3,56,-1,-1,0,1,0,-1,34327,2075,78288,40510,15838,2270,16420,11308,669,48928,36493,11070,1
410,100000,1,4,2,37,-1,-1,2,-1,1,1,10691,59324,880,22071,20741,38101,25783,32954,33876,3842,17258,36213,0
411,30000,2,1,3,40,2,1,-1,0,0,-1,3874,40555,45609,49732,73429,13517,16889,44205,33327,24432,3073,35888,0
412,200000,2,4,2,34,3,1,-1,0,0,-1,62119,52607,21826,71026,53036,69805,44682,42608,44909,27188,45079,16499,0
413,100000,2,3,2,70,1,1,-1,0,0,0,17605,19989,6084,445,40544,30619,42124,48604,24876,41226,9695,24819,0
414,10000,1,4,3,26,0,-1,0,0,0,-1,55017,67652,64422,33859,10121,18469,13260,43836,14449,32020,35151,17135,1
415,30000,1,3,2,42,-1,-1,2,3,1,-1,17228,11786,52703,1841,31735,37665,6244,17033,37116,2066,41725,15933,0
416,10000,1,3,3,60,0,0,2,3,-1,-1,38698,46885,4817,48655,51265,8784,31970,12819,30378,28054,18807,28266,1
417,80000,1,4,3,29,-1,2,2,3,0,0,34515,19898,45493,63975,1414,49209,48847,6111,32957,7754,48690,45080,0
418,20000,1,1,2,52,0,2,-1,0,-1,-1,9978,73515,37996,61802,65226,7919,47138,24667,508,28856,8788,3554,0
419,200000,2,1,2,44,0,1,1,-1,0,1,66967,19067,52199,20234,43603,2347,13104,18741,22283,10799,20290,11918,0
420,100000,1,4,1,53,0,-1,-1,0,3,2,53289,77715,32687,18733,64428,40739,26489,16200,28252,12273,44071,10570,0
